patent_id,title,abstract,cpc_code,text
AA6100296,"There is provided a new and useful honey product and a process for the preparation thereof, the proc","There is provided a new and useful honey product and a process for the preparation thereof, the process comprising adding a predetermined quantity of seed honey to a mass of honey, treating the mass of honey a first time to physically break up crystal groups, holding the mass of honey a first time for a predetermined period to allow crystallization, treating the crystallized honey at least one additional time to physically break up crystal groups, and holding the honey a second time for a predetermined period.",A61B,"There is provided a new and useful honey product and a process for the preparation thereof, the proc. There is provided a new and useful honey product and a process for the preparation thereof, the process comprising adding a predetermined quantity of seed honey to a mass of honey, treating the mass of honey a first time to physically break up crystal groups, holding the mass of honey a first time for a predetermined period to allow crystallization, treating the crystallized honey at least one additional time to physically break up crystal groups, and holding the honey a second time for a predetermined period."
AA6100297,This invention provides a system and apparatus for treating neurally responsive conditions by use of,"This invention provides a system and apparatus for treating neurally responsive conditions by use of a novel combined waveform in combination with, and preferably modulated onto, a gigaTENS waveform administered to a patient. This modulated combined waveform can also be administered synchronously or asynchronously with a conventional mono- or bipolar spiked waveform, useful for TENS applications and/or for stimulatory input to the patient.",A61B,"This invention provides a system and apparatus for treating neurally responsive conditions by use of. This invention provides a system and apparatus for treating neurally responsive conditions by use of a novel combined waveform in combination with, and preferably modulated onto, a gigaTENS waveform administered to a patient. This modulated combined waveform can also be administered synchronously or asynchronously with a conventional mono- or bipolar spiked waveform, useful for TENS applications and/or for stimulatory input to the patient."
AA6100298,An anchoring system for securing tissue to bone includes an implant having a body through which a su,"An anchoring system for securing tissue to bone includes an implant having a body through which a suture eyelet extends transversely, a suture recess extending along a portion of a length of the body, having a predetermined depth below an outer surface of the body, and a suture pinch ramp disposed at a proximal end of the suture recess. The suture pinch ramp has a depth approximately equal to the predetermined depth at a distal end thereof and sloping outwardly in a proximal direction so that a depth of a proximal end of the suture pinch ramp approaches zero. An insertion member includes an insertion tube and a handle which is engageable with the anchor body to deploy the anchor in a selected bone site.",A61B,"An anchoring system for securing tissue to bone includes an implant having a body through which a su. An anchoring system for securing tissue to bone includes an implant having a body through which a suture eyelet extends transversely, a suture recess extending along a portion of a length of the body, having a predetermined depth below an outer surface of the body, and a suture pinch ramp disposed at a proximal end of the suture recess. The suture pinch ramp has a depth approximately equal to the predetermined depth at a distal end thereof and sloping outwardly in a proximal direction so that a depth of a proximal end of the suture pinch ramp approaches zero. An insertion member includes an insertion tube and a handle which is engageable with the anchor body to deploy the anchor in a selected bone site."
AA6100299,"This document discusses, among other things, a method of identifying a non-fatal tachyarrhythmia epi","This document discusses, among other things, a method of identifying a non-fatal tachyarrhythmia episode by determining a degree of similarity between the episode and a template generated from a previous tachyarrhythmia episode.",A61B,"This document discusses, among other things, a method of identifying a non-fatal tachyarrhythmia epi. This document discusses, among other things, a method of identifying a non-fatal tachyarrhythmia episode by determining a degree of similarity between the episode and a template generated from a previous tachyarrhythmia episode."
AA6100300,A missile responsive amusement apparatus comprising a target mounted upon one end of an elongated ta,"A missile responsive amusement apparatus comprising a target mounted upon one end of an elongated target arm, the latter being pivotally mounted to a box-like frame, whereupon when a missile strikes the target, the target arm pivots in a direction causing its other end to engage and rotate a latch bar for lifting latching teeth out of notches located in a pair of spindle cams, thereby releasing a spindle bar to which a seat is attached for rotation in a direction causing the seat to swivel downward for dropping a person sitting thereupon into a tank of water below the seat. Thereafter, via spring biasing of the spindle cams and target arm, the apparatus can be reset by rotating the seat upward until it latches in its upright position via the latching teeth engaging the notches of the spindle cams attached to the spindle bar, while concurrently causing the latching bar to rotate for pivoting the target arm back to its &#34;cocked&#34; or &#34;ready&#34; position.",A61B,"A missile responsive amusement apparatus comprising a target mounted upon one end of an elongated ta. A missile responsive amusement apparatus comprising a target mounted upon one end of an elongated target arm, the latter being pivotally mounted to a box-like frame, whereupon when a missile strikes the target, the target arm pivots in a direction causing its other end to engage and rotate a latch bar for lifting latching teeth out of notches located in a pair of spindle cams, thereby releasing a spindle bar to which a seat is attached for rotation in a direction causing the seat to swivel downward for dropping a person sitting thereupon into a tank of water below the seat. Thereafter, via spring biasing of the spindle cams and target arm, the apparatus can be reset by rotating the seat upward until it latches in its upright position via the latching teeth engaging the notches of the spindle cams attached to the spindle bar, while concurrently causing the latching bar to rotate for pivoting the target arm back to its &#34;cocked&#34; or &#34;ready&#34; position."
BB6000301,A releasable fastener for an album to permit insertion and removal of pages between the covers,A releasable fastener for an album to permit insertion and removal of pages between the covers. The fastener has a pair of strap anchors each attached to one of the two covers and a strap passing between the anchors via aligned apertures in the covers and album pages. Each strap anchor is in the form of a channel in which the strap is a snap fit so that the strap is releasably locked into the channel and is restrained from longitudinal displacement by inter-engaging formations on the base of the channel and the opposing surface of the strap.,B60W,A releasable fastener for an album to permit insertion and removal of pages between the covers. A releasable fastener for an album to permit insertion and removal of pages between the covers. The fastener has a pair of strap anchors each attached to one of the two covers and a strap passing between the anchors via aligned apertures in the covers and album pages. Each strap anchor is in the form of a channel in which the strap is a snap fit so that the strap is releasably locked into the channel and is restrained from longitudinal displacement by inter-engaging formations on the base of the channel and the opposing surface of the strap.
BB6000302,"Sulky comprising two wheels individually fastened along the same rotational axis, to a common struct","Sulky comprising two wheels individually fastened along the same rotational axis, to a common structure provided with a driver&#39;s seat (4) and shafts (3) leading towards the draught animal. The sulky (1) consists of a construction kit comprising a plurality of substantially flat elements (2, 3, 4, 5, 6) adapted to be assembled by the end user by means of ordinary hand tools. Two of these parts are end frames (5) adapted for fastening of a wheel (2), a shaft (3), and the crossbar (6) in the same vertical plane.",B60W,"Sulky comprising two wheels individually fastened along the same rotational axis, to a common struct. Sulky comprising two wheels individually fastened along the same rotational axis, to a common structure provided with a driver&#39;s seat (4) and shafts (3) leading towards the draught animal. The sulky (1) consists of a construction kit comprising a plurality of substantially flat elements (2, 3, 4, 5, 6) adapted to be assembled by the end user by means of ordinary hand tools. Two of these parts are end frames (5) adapted for fastening of a wheel (2), a shaft (3), and the crossbar (6) in the same vertical plane."
BB6000303,A veneer lathe for turning a log thereon to cut off veneer sheets therefrom,"A veneer lathe for turning a log thereon to cut off veneer sheets therefrom. The log is principally driven by a rotary roller having a plurality of projections therearound, which roller is pressed against the log to ensure positive engagement with the periphery thereof. The log is formed with a center bore at a core portion thereof. A spindle to support the log is inserted into the center bore to prevent the log deflection due to the pressure from the rotary roller. Another form of this veneer lathe is additionally provided with a center bore forming mechanism together with a centering mechanism for the boring operation such that a center bore is formed in the log in advance before being turned on the veneer lathe.",B60W,"A veneer lathe for turning a log thereon to cut off veneer sheets therefrom. A veneer lathe for turning a log thereon to cut off veneer sheets therefrom. The log is principally driven by a rotary roller having a plurality of projections therearound, which roller is pressed against the log to ensure positive engagement with the periphery thereof. The log is formed with a center bore at a core portion thereof. A spindle to support the log is inserted into the center bore to prevent the log deflection due to the pressure from the rotary roller. Another form of this veneer lathe is additionally provided with a center bore forming mechanism together with a centering mechanism for the boring operation such that a center bore is formed in the log in advance before being turned on the veneer lathe."
BB6000304,A roofer&#39;s hammer having multiple pry features of varying configurations as well as a striking f,"A roofer&#39;s hammer having multiple pry features of varying configurations as well as a striking face on a head portion. One feature is formed on the handle end, another comprises a special claw on the head portion, and a pry tooth projects to one side of the claw.",B60W,"A roofer&#39;s hammer having multiple pry features of varying configurations as well as a striking f. A roofer&#39;s hammer having multiple pry features of varying configurations as well as a striking face on a head portion. One feature is formed on the handle end, another comprises a special claw on the head portion, and a pry tooth projects to one side of the claw."
BB6000305,A ventilation system for rotating water feeds particularly useful in water-cooled generators is equi,A ventilation system for rotating water feeds particularly useful in water-cooled generators is equipped with bypass means arranged to extend between coaxial feed duct means and discharge duct means defining a centrally located axis of rotation. The bypass means includes at least one inlet which is located to open in the space around the axis of rotation with outlet means of the bypass means opening into the discharge duct means to vent air or gas bubbles.,B60W,A ventilation system for rotating water feeds particularly useful in water-cooled generators is equi. A ventilation system for rotating water feeds particularly useful in water-cooled generators is equipped with bypass means arranged to extend between coaxial feed duct means and discharge duct means defining a centrally located axis of rotation. The bypass means includes at least one inlet which is located to open in the space around the axis of rotation with outlet means of the bypass means opening into the discharge duct means to vent air or gas bubbles.
BB6000306,"Devices for fluid control and biological particle manipulation (e.g., cell enrichment and blood samp","Devices for fluid control and biological particle manipulation (e.g., cell enrichment and blood sampling) are disclosed. The devices a based on the ability to control the flow of fluids through the use of microfluidic valves. The valves are characterized, for example, by microstructures disposed on a mobile diaphragm.",B60W,"Devices for fluid control and biological particle manipulation (e.g., cell enrichment and blood samp. Devices for fluid control and biological particle manipulation (e.g., cell enrichment and blood sampling) are disclosed. The devices a based on the ability to control the flow of fluids through the use of microfluidic valves. The valves are characterized, for example, by microstructures disposed on a mobile diaphragm."
BB6000307,"A steering column for a motor vehicle includes a casing unit, which rotatably supports a steering sh","A steering column for a motor vehicle includes a casing unit, which rotatably supports a steering shaft about the longitudinal axis thereof, and a retaining part. The casing unit is held in a fixed manner relative to said retaining part up to a threshold value of a force acting on the casing unit in a parallel manner to the longitudinal axis of the steering shaft in the direction of the front of the vehicle. When the threshold value is exceeded, the casing unit is movably held in a parallel manner to the longitudinal axis in the direction of the front of the vehicle. The casing unit is connected to the retaining part via an energy-absorbing connection, which a bending wire or strip that is deformed when the casing unit is moved relative to the retaining part parallel to the longitudinal axis in the direction of the front of the vehicle, and via a breakaway connection closed up to a threshold value of the force and blocks a movement of the casing unit relative to the retaining part and which opens when the threshold value of the force is exceeded.",B60W,"A steering column for a motor vehicle includes a casing unit, which rotatably supports a steering sh. A steering column for a motor vehicle includes a casing unit, which rotatably supports a steering shaft about the longitudinal axis thereof, and a retaining part. The casing unit is held in a fixed manner relative to said retaining part up to a threshold value of a force acting on the casing unit in a parallel manner to the longitudinal axis of the steering shaft in the direction of the front of the vehicle. When the threshold value is exceeded, the casing unit is movably held in a parallel manner to the longitudinal axis in the direction of the front of the vehicle. The casing unit is connected to the retaining part via an energy-absorbing connection, which a bending wire or strip that is deformed when the casing unit is moved relative to the retaining part parallel to the longitudinal axis in the direction of the front of the vehicle, and via a breakaway connection closed up to a threshold value of the force and blocks a movement of the casing unit relative to the retaining part and which opens when the threshold value of the force is exceeded."
BB6000308,An apparatus for varying a speed of flat products,"An apparatus for varying a speed of flat products. The apparatus has a first, higher-speed conveyor arrangement containing conveyor drums and belts, and a second, slower speed conveyor configuration containing belt rollers and belts, in which the flat products are each transported between the belts of the first and second conveyor configurations. A pair of rollers with recesses is provided on the circumference in the conveying path of one of the two conveyor configurations). Rotational bodies move about their respective eccentric axes that in turn are located on crankshafts. The crankshafts rotate on axes with reference to the frame walls, and the rotational bodies and the crankshafts move at a constant angular speed omega.",B60W,"An apparatus for varying a speed of flat products. An apparatus for varying a speed of flat products. The apparatus has a first, higher-speed conveyor arrangement containing conveyor drums and belts, and a second, slower speed conveyor configuration containing belt rollers and belts, in which the flat products are each transported between the belts of the first and second conveyor configurations. A pair of rollers with recesses is provided on the circumference in the conveying path of one of the two conveyor configurations). Rotational bodies move about their respective eccentric axes that in turn are located on crankshafts. The crankshafts rotate on axes with reference to the frame walls, and the rotational bodies and the crankshafts move at a constant angular speed omega."
BB6000309,A glass window installed in a curved window opening of a vehicle by placing along the edge bounding,"A glass window installed in a curved window opening of a vehicle by placing along the edge bounding said curved window opening, window-engaging fastening means. A window pane sized to fit into said window opening is flexed from an initial flat configuration into a conforming curvature of said window, while establishing engagement between said flexed window pane and said window-engaging fastening means, to temporarily hold said window pane in said conforming curvature. A weather-sealing adhesive compound placed along the confronting edges of said window pane and window opening to complete a weatherproof installation of said window pane.",B60W,"A glass window installed in a curved window opening of a vehicle by placing along the edge bounding. A glass window installed in a curved window opening of a vehicle by placing along the edge bounding said curved window opening, window-engaging fastening means. A window pane sized to fit into said window opening is flexed from an initial flat configuration into a conforming curvature of said window, while establishing engagement between said flexed window pane and said window-engaging fastening means, to temporarily hold said window pane in said conforming curvature. A weather-sealing adhesive compound placed along the confronting edges of said window pane and window opening to complete a weatherproof installation of said window pane."
BB6000310,Transfer of a portion of a first material from a position where it is removably adhered to a carrier,"Transfer of a portion of a first material from a position where it is removably adhered to a carrier means to a sheet means is facilitated by intermittently blowing a burst of compressed air between the carrier means and the sheet means after the first material has been brought into contact with the sheet means between a pair of reciprocating dies and is being separated therefrom. With the carrier means moving in one direction and the sheet means moving in an opposite direction the air, which may be warmed, is blown in the direction of the carrier means against the direction of the sheet means so that it exerts a separating effect between the two at their interface. The air may be conveyed through members which serve as guides on one or both sides of the dies. In addition, at least one of the die parts can be provided with a vacuum means for intermittently drawing one of the carrier means or sheet means thereagainst during transfer. An ultrasonic vibrating means which is effective to vibrate the ambient air between the carrier means and the sheet means may be provided in lieu of or in addition to the bursts of air.",B60W,"Transfer of a portion of a first material from a position where it is removably adhered to a carrier. Transfer of a portion of a first material from a position where it is removably adhered to a carrier means to a sheet means is facilitated by intermittently blowing a burst of compressed air between the carrier means and the sheet means after the first material has been brought into contact with the sheet means between a pair of reciprocating dies and is being separated therefrom. With the carrier means moving in one direction and the sheet means moving in an opposite direction the air, which may be warmed, is blown in the direction of the carrier means against the direction of the sheet means so that it exerts a separating effect between the two at their interface. The air may be conveyed through members which serve as guides on one or both sides of the dies. In addition, at least one of the die parts can be provided with a vacuum means for intermittently drawing one of the carrier means or sheet means thereagainst during transfer. An ultrasonic vibrating means which is effective to vibrate the ambient air between the carrier means and the sheet means may be provided in lieu of or in addition to the bursts of air."
BB6000311,A system and method are disclosed for edge blending hard drive head sliders by oscillating abrasive,A system and method are disclosed for edge blending hard drive head sliders by oscillating abrasive lapping tape across the edges of multiple sliders simultaneously.,B60W,A system and method are disclosed for edge blending hard drive head sliders by oscillating abrasive. A system and method are disclosed for edge blending hard drive head sliders by oscillating abrasive lapping tape across the edges of multiple sliders simultaneously.
BB6000312,It has been discovered that a mechanical device may be used to effectively displace a first undesire,"It has been discovered that a mechanical device may be used to effectively displace a first undesired gas from within a liquid with a second desired or at least inert gas. The device is a vessel that receives the liquid containing the first gas and passes the liquid through a series of gasification chambers. Each gasification chamber has at least one mechanism that ingests and mixes a second gas into the liquid thereby physically displacing at least a portion of the first gas into a vapor space at the top of each gasification chamber from which it is subsequently removed. There is an absence of communication between the vapor spaces of adjacent chambers. The ingesting and mixing mechanisms may be a dispersed air flotation mechanism, and may be a conventional depurator. The liquid now containing the second gas and very little or none of the first gas is removed from the vessel for use.",B60W,"It has been discovered that a mechanical device may be used to effectively displace a first undesire. It has been discovered that a mechanical device may be used to effectively displace a first undesired gas from within a liquid with a second desired or at least inert gas. The device is a vessel that receives the liquid containing the first gas and passes the liquid through a series of gasification chambers. Each gasification chamber has at least one mechanism that ingests and mixes a second gas into the liquid thereby physically displacing at least a portion of the first gas into a vapor space at the top of each gasification chamber from which it is subsequently removed. There is an absence of communication between the vapor spaces of adjacent chambers. The ingesting and mixing mechanisms may be a dispersed air flotation mechanism, and may be a conventional depurator. The liquid now containing the second gas and very little or none of the first gas is removed from the vessel for use."
BB6000313,"A method and apparatus for hydraulically isolating a volume in porous unsaturated material, such as","A method and apparatus for hydraulically isolating a volume in porous unsaturated material, such as soil. Air is forced through a permeable layer of material adjacent to the volume to be hydraulically isolated. The air flow through the permeable layer creates a water potential gradient. This causes water to migrate from more saturated areas which in turn would allow hydraulic isolation of any unsaturated area.",B60W,"A method and apparatus for hydraulically isolating a volume in porous unsaturated material, such as. A method and apparatus for hydraulically isolating a volume in porous unsaturated material, such as soil. Air is forced through a permeable layer of material adjacent to the volume to be hydraulically isolated. The air flow through the permeable layer creates a water potential gradient. This causes water to migrate from more saturated areas which in turn would allow hydraulic isolation of any unsaturated area."
BB6000314,The disclosure relates to a packaging machine comprising a plurality of work stations which are oper,"The disclosure relates to a packaging machine comprising a plurality of work stations which are operable in synchronism with one another and which define a production direction, each of said work stations including at least one movable tool member. The packaging machine is provided with a rotationally driven shaft arranged in the production direction of said packaging machine, and the shaft and each of the movable tool members of various work stations have provided between them at least one transfer mechanism for converting the movement of the shaft into the movement of the respective tool member.",B60W,"The disclosure relates to a packaging machine comprising a plurality of work stations which are oper. The disclosure relates to a packaging machine comprising a plurality of work stations which are operable in synchronism with one another and which define a production direction, each of said work stations including at least one movable tool member. The packaging machine is provided with a rotationally driven shaft arranged in the production direction of said packaging machine, and the shaft and each of the movable tool members of various work stations have provided between them at least one transfer mechanism for converting the movement of the shaft into the movement of the respective tool member."
BB6000315,Apparatus for gripping tubular members including self aligning gripping jaws with high coefficient o,"Apparatus for gripping tubular members including self aligning gripping jaws with high coefficient of friction for resisting force applied to the elongated member to prevent rotation either clockwise or counterclockwise. Linear cams and cam rollers actuated by a fluid cylinder bring the gripping jaws to an elongated member, applying predetermined gripping force and retract the jaws for removal of the elongated member.",B60W,"Apparatus for gripping tubular members including self aligning gripping jaws with high coefficient o. Apparatus for gripping tubular members including self aligning gripping jaws with high coefficient of friction for resisting force applied to the elongated member to prevent rotation either clockwise or counterclockwise. Linear cams and cam rollers actuated by a fluid cylinder bring the gripping jaws to an elongated member, applying predetermined gripping force and retract the jaws for removal of the elongated member."
BB6000316,"A rotary tabletting press, including a die table rotatable about an axis, has improved apparatus for","A rotary tabletting press, including a die table rotatable about an axis, has improved apparatus for feeding powder to the table. The improved feed apparatus includes a rotatably sliding valve at a discharge orifice at the bottom of a powder storage hopper, a conduit conveying powder from the hopper to the die table and apparatus which adjustably maintains the discharge end of the conduit a preselected distance above the die table.",B60W,"A rotary tabletting press, including a die table rotatable about an axis, has improved apparatus for. A rotary tabletting press, including a die table rotatable about an axis, has improved apparatus for feeding powder to the table. The improved feed apparatus includes a rotatably sliding valve at a discharge orifice at the bottom of a powder storage hopper, a conduit conveying powder from the hopper to the die table and apparatus which adjustably maintains the discharge end of the conduit a preselected distance above the die table."
BB6000317,A disposable finishing article for mounting on a rotatable threaded spindle of a power tool,A disposable finishing article for mounting on a rotatable threaded spindle of a power tool. The finishing article contains a retaining nut on one side and a backing flange on the other non-removably secured together on the finishing article without the aid of adhesives in such a manner that the finishing article is placed in compression when it is operably secured upon the spindle of the power tool under operative loads. The nut and flange are secured together by upsetting one end of the nut causing it to protrude outwardly over the outer surface of the flange. A pressure cap member is secured to a plurality of fingers formed on the backing flange for engaging a shoulder formed on the spindle of the power tool during operation of the finishing article.,B60W,A disposable finishing article for mounting on a rotatable threaded spindle of a power tool. A disposable finishing article for mounting on a rotatable threaded spindle of a power tool. The finishing article contains a retaining nut on one side and a backing flange on the other non-removably secured together on the finishing article without the aid of adhesives in such a manner that the finishing article is placed in compression when it is operably secured upon the spindle of the power tool under operative loads. The nut and flange are secured together by upsetting one end of the nut causing it to protrude outwardly over the outer surface of the flange. A pressure cap member is secured to a plurality of fingers formed on the backing flange for engaging a shoulder formed on the spindle of the power tool during operation of the finishing article.
BB6000318,A hydraulic unit for a vehicle brake system that enables limiting wheel brake slip is known,"A hydraulic unit for a vehicle brake system that enables limiting wheel brake slip is known. To that end, the hydraulic unit has at least one piston pump, which is drivable by an electric motor and empties a reservoir that is filled on the occasion of the limitation of wheel brake slip. This reservoir comprises a cylinder, embodied in the manner of a blind bore, as well as a piston that divides a storage chamber from a spring chamber in the cylinder, a spring, and a closure element that prevents water from entering the cylinder if the hydraulic unit should become immersed in water. A pressure equalization conduit begins at the spring chamber and leads into the interior of the motor, so that a displacement of the piston for taking up pressure fluid in the storage chamber is effected essentially only by friction of the piston and forces of the spring. A conduit is also provided, by means of which pressure fluid that emerges from the piston pump at the eccentric can be carried away. The invention proposes connecting the spring chamber of the reservoir to the conduit that carries the pressure fluid away. The spring chamber forms a collection container for pressure fluid, as a result of which the collection of the pressure fluid takes place far away from electrical components of the hydraulic unit, and especially of the motor, thus avoiding electrical defects.",B60W,"A hydraulic unit for a vehicle brake system that enables limiting wheel brake slip is known. A hydraulic unit for a vehicle brake system that enables limiting wheel brake slip is known. To that end, the hydraulic unit has at least one piston pump, which is drivable by an electric motor and empties a reservoir that is filled on the occasion of the limitation of wheel brake slip. This reservoir comprises a cylinder, embodied in the manner of a blind bore, as well as a piston that divides a storage chamber from a spring chamber in the cylinder, a spring, and a closure element that prevents water from entering the cylinder if the hydraulic unit should become immersed in water. A pressure equalization conduit begins at the spring chamber and leads into the interior of the motor, so that a displacement of the piston for taking up pressure fluid in the storage chamber is effected essentially only by friction of the piston and forces of the spring. A conduit is also provided, by means of which pressure fluid that emerges from the piston pump at the eccentric can be carried away. The invention proposes connecting the spring chamber of the reservoir to the conduit that carries the pressure fluid away. The spring chamber forms a collection container for pressure fluid, as a result of which the collection of the pressure fluid takes place far away from electrical components of the hydraulic unit, and especially of the motor, thus avoiding electrical defects."
BB6000319,A laminated liner comprising a non-slip pad and a sheet covering,A laminated liner comprising a non-slip pad and a sheet covering. The non-slip pad has opposite first and second faces and a plurality of open cells extending through the pad from the first face to the second face. The pad is formed of a frictionalizing material to grip the surface for resisting movement in the plane of the surface when the second face contacts the surface. The sheet covering also has opposite first and second faces. The sheet covering second face is permanently bonded to the non-slip pad first face.,B60W,A laminated liner comprising a non-slip pad and a sheet covering. A laminated liner comprising a non-slip pad and a sheet covering. The non-slip pad has opposite first and second faces and a plurality of open cells extending through the pad from the first face to the second face. The pad is formed of a frictionalizing material to grip the surface for resisting movement in the plane of the surface when the second face contacts the surface. The sheet covering also has opposite first and second faces. The sheet covering second face is permanently bonded to the non-slip pad first face.
BB6000320,A conveyor system including a first load supporting track and a second load supporting track with an,"A conveyor system including a first load supporting track and a second load supporting track with an intermediate transfer portion. A powered conveyor is provided in association with each of the first and second tracks. A plurality of carriers are provided. Each of the carriers has a first dog that is in position for normal engagement with the pusher member of the conveyor and longitudinally spaced second and third dogs that are normally urged to an operative carrier pushing position but are held by the track out of operative position. The second and third dogs include cam projections thereon that engage portions of the track which hold the second and third dogs out of operative position. The cam projection on the second dog extends oppositely to the cam projection on the third dog. At a transfer point, an appropriate portion of the track is cut away to permit either the second or third dogs to move to operative carrier transferring position.",B60W,"A conveyor system including a first load supporting track and a second load supporting track with an. A conveyor system including a first load supporting track and a second load supporting track with an intermediate transfer portion. A powered conveyor is provided in association with each of the first and second tracks. A plurality of carriers are provided. Each of the carriers has a first dog that is in position for normal engagement with the pusher member of the conveyor and longitudinally spaced second and third dogs that are normally urged to an operative carrier pushing position but are held by the track out of operative position. The second and third dogs include cam projections thereon that engage portions of the track which hold the second and third dogs out of operative position. The cam projection on the second dog extends oppositely to the cam projection on the third dog. At a transfer point, an appropriate portion of the track is cut away to permit either the second or third dogs to move to operative carrier transferring position."
BB6000321,"A device for equalizing the spacing of printed products, such as newspapers, comprises a plurality o","A device for equalizing the spacing of printed products, such as newspapers, comprises a plurality of spacers movable in a path parallel to the path of the products. Each of the spacers receives the leading edge of a printed product and is driven thereby to a braking device that causes each spacer to abut the preceding spacer. The printed products are carried by a conveyer belt system and a sill raises their leading edges ready for reception by the spacers. After leaving the braking device, the products are deposited from the spacers which are then returned to a magazine to receive further products.",B60W,"A device for equalizing the spacing of printed products, such as newspapers, comprises a plurality o. A device for equalizing the spacing of printed products, such as newspapers, comprises a plurality of spacers movable in a path parallel to the path of the products. Each of the spacers receives the leading edge of a printed product and is driven thereby to a braking device that causes each spacer to abut the preceding spacer. The printed products are carried by a conveyer belt system and a sill raises their leading edges ready for reception by the spacers. After leaving the braking device, the products are deposited from the spacers which are then returned to a magazine to receive further products."
BB6000322,A conductive center bearing liner for railroad car center plate assemblies comprising a bowl shaped,A conductive center bearing liner for railroad car center plate assemblies comprising a bowl shaped or flat round horizontal member formed from a cross-linked ultra high molecular weight polymer specially mixed with a conductive material shaped to define a floor portion and alternative embodiments with an upstanding side wall. Another embodiment concentrates the conductive material in a selected sector of the disk portion of the liner. The conductive liner eliminates the need to incorporate special apparatus to ground the car body center plate to the truck bolster bowl. This grounding method eliminates the wear and erosion that occurs by grounding using conventional methods.,B60W,A conductive center bearing liner for railroad car center plate assemblies comprising a bowl shaped. A conductive center bearing liner for railroad car center plate assemblies comprising a bowl shaped or flat round horizontal member formed from a cross-linked ultra high molecular weight polymer specially mixed with a conductive material shaped to define a floor portion and alternative embodiments with an upstanding side wall. Another embodiment concentrates the conductive material in a selected sector of the disk portion of the liner. The conductive liner eliminates the need to incorporate special apparatus to ground the car body center plate to the truck bolster bowl. This grounding method eliminates the wear and erosion that occurs by grounding using conventional methods.
BB6000323,A dispensing valve comprising a gate slideable transversely over the outer end of a passage from whi,A dispensing valve comprising a gate slideable transversely over the outer end of a passage from which is to be dispensed various viscous substances. The gate is slideable substantially at a right angle to the axis of the passage and the gate slide and guide are curved transversely relative to the direction of sliding movement so that the gate will be pulled axially into sealing engagement with the outer end of the passage as it moves thereover. Reciprocation of the gate can be accomplished with the fingers of one hand due to the provision of the cooperating lug arrangement on the slide gate and guide.,B60W,A dispensing valve comprising a gate slideable transversely over the outer end of a passage from whi. A dispensing valve comprising a gate slideable transversely over the outer end of a passage from which is to be dispensed various viscous substances. The gate is slideable substantially at a right angle to the axis of the passage and the gate slide and guide are curved transversely relative to the direction of sliding movement so that the gate will be pulled axially into sealing engagement with the outer end of the passage as it moves thereover. Reciprocation of the gate can be accomplished with the fingers of one hand due to the provision of the cooperating lug arrangement on the slide gate and guide.
BB6000324,"A vehicular rearview mirror system suitable for use with a vehicle control, the vehicle control gene","A vehicular rearview mirror system suitable for use with a vehicle control, the vehicle control generating an output having a particular protocol representing a state of the output. The vehicle rearview mirror system includes a variable reflective element which assumes a partial reflectance level in response to a drive signal. The rearview mirror system further includes a mirror control that is responsive to the output of the vehicle control for generating at least one mirror control output. The at least one mirror control output includes a value for the drive signal. The mirror control determines the protocol of the output of the vehicle control including monitoring the output of the vehicle control in attempting to conclude a state of the output of the vehicle control.",B60W,"A vehicular rearview mirror system suitable for use with a vehicle control, the vehicle control gene. A vehicular rearview mirror system suitable for use with a vehicle control, the vehicle control generating an output having a particular protocol representing a state of the output. The vehicle rearview mirror system includes a variable reflective element which assumes a partial reflectance level in response to a drive signal. The rearview mirror system further includes a mirror control that is responsive to the output of the vehicle control for generating at least one mirror control output. The at least one mirror control output includes a value for the drive signal. The mirror control determines the protocol of the output of the vehicle control including monitoring the output of the vehicle control in attempting to conclude a state of the output of the vehicle control."
BB6000325,A method of processing a digital image comprising: capturing the image utilizing an adjustable focus,"A method of processing a digital image comprising: capturing the image utilizing an adjustable focusing technique; utilizing the focusing settings as an indicator of the position of structures within the image; and processing the image, utilizing the said focus settings to produce effects specific to said focus settings.",B60W,"A method of processing a digital image comprising: capturing the image utilizing an adjustable focus. A method of processing a digital image comprising: capturing the image utilizing an adjustable focusing technique; utilizing the focusing settings as an indicator of the position of structures within the image; and processing the image, utilizing the said focus settings to produce effects specific to said focus settings."
BB6000326,Integrated utility devices are disclosed having a myriad of synergistic features,"Integrated utility devices are disclosed having a myriad of synergistic features. A body having an internal storage cavity may be sealed by a cap comprising a self-contained flashlight assembly. Also, hook attached to the body may serve dual purposes of providing a bracing surface for a bottle opener and a hook portion for a gated carrying clip for the body having internal storage cavity.",B60W,"Integrated utility devices are disclosed having a myriad of synergistic features. Integrated utility devices are disclosed having a myriad of synergistic features. A body having an internal storage cavity may be sealed by a cap comprising a self-contained flashlight assembly. Also, hook attached to the body may serve dual purposes of providing a bracing surface for a bottle opener and a hook portion for a gated carrying clip for the body having internal storage cavity."
