patent_id,title,abstract,cpc_code,text,clean_text,processed,tf-idf__kmeans_cluster,lda__kmeans_cluster,sbert__kmeans_cluster,sbert__hierarchical_cluster
FH0200480,"Embodiments of the present invention use compressed air to store and deliver electrical, mechanical,","Embodiments of the present invention use compressed air to store and deliver electrical, mechanical, and/or thermal power with high round-trip efficiency. Various embodiments may be scalable for use in a variety of environments—from wind farms to power plants to motor vehicles. An energy storage system according to the present invention can operate as a stand-alone storage system that connects electrically to the grid, it can be tightly integrated with a wind turbine, and/or it can be co-located with a thermal power generation facility and operate with even higher efficiency by scavenging low-grade waste heat.",H02S,"Embodiments of the present invention use compressed air to store and deliver electrical, mechanical,. Embodiments of the present invention use compressed air to store and deliver electrical, mechanical, and/or thermal power with high round-trip efficiency. Various embodiments may be scalable for use in a variety of environments—from wind farms to power plants to motor vehicles. An energy storage system according to the present invention can operate as a stand-alone storage system that connects electrically to the grid, it can be tightly integrated with a wind turbine, and/or it can be co-located with a thermal power generation facility and operate with even higher efficiency by scavenging low-grade waste heat.",embodiments of the present invention use compressed air to store and deliver electrical mechanical embodiments of the present invention use compressed air to store and deliver electrical mechanical and or thermal power with high round trip efficiency various embodiments may be scalable for use in a variety of environments from wind farms to power plants to motor vehicles an energy storage system according to the present invention can operate as a stand alone storage system that connects electrically to the grid it can be tightly integrated with a wind turbine and or it can be co located with a thermal power generation facility and operate with even higher efficiency by scavenging low grade waste heat,embodiments compressed air store deliver electrical mechanical embodiments compressed air store deliver electrical mechanical thermal power high round trip efficiency various embodiments scalable variety environments wind farms power plants motor vehicles energy storage according operate stand alone storage connects electrically grid tightly integrated wind turbine located thermal power generation facility operate even higher efficiency scavenging low grade waste heat,1,0,1,0
FH0200481,"An impeller mounting apparatus and method have an elongated cylindrical shaft, a hub having a centra","An impeller mounting apparatus and method have an elongated cylindrical shaft, a hub having a central aperture therethrough larger than the outer diameter of the shaft, with at least one first channel disposed on an inner circumference of the hub, having an end opening with a first diameter larger than the shaft, and at least one first elastomeric ring having a central circumference less than the outer circumference of the shaft, and adapted to fit over the shaft and inside the channel, thereby becoming outwardly expanded into the channel, the elastomeric ring further having a first ear that projects along the shaft adjacent the end opening, wherein the first ear is dimensioned so that upon expansion the ear does not completely fill the end opening.",H02S,"An impeller mounting apparatus and method have an elongated cylindrical shaft, a hub having a centra. An impeller mounting apparatus and method have an elongated cylindrical shaft, a hub having a central aperture therethrough larger than the outer diameter of the shaft, with at least one first channel disposed on an inner circumference of the hub, having an end opening with a first diameter larger than the shaft, and at least one first elastomeric ring having a central circumference less than the outer circumference of the shaft, and adapted to fit over the shaft and inside the channel, thereby becoming outwardly expanded into the channel, the elastomeric ring further having a first ear that projects along the shaft adjacent the end opening, wherein the first ear is dimensioned so that upon expansion the ear does not completely fill the end opening.",an impeller mounting apparatus and method have an elongated cylindrical shaft a hub having a centra an impeller mounting apparatus and method have an elongated cylindrical shaft a hub having a central aperture therethrough larger than the outer diameter of the shaft with at least one first channel disposed on an inner circumference of the hub having an end opening with a first diameter larger than the shaft and at least one first elastomeric ring having a central circumference less than the outer circumference of the shaft and adapted to fit over the shaft and inside the channel thereby becoming outwardly expanded into the channel the elastomeric ring further having a first ear that projects along the shaft adjacent the end opening wherein the first ear is dimensioned so that upon expansion the ear does not completely fill the end opening,impeller mounting elongated cylindrical shaft hub having centra impeller mounting elongated cylindrical shaft hub having central aperture therethrough larger outer diameter shaft channel disposed inner circumference hub having end opening diameter larger shaft elastomeric ring having central circumference less outer circumference shaft adapted fit shaft inside channel becoming outwardly expanded channel elastomeric ring having ear projects along shaft adjacent end opening ear dimensioned upon expansion ear completely fill end opening,1,1,1,0
FH0200482,A method of controlling a transmission of a vehicle with a DCT or AMT in which a reference center po,"A method of controlling a transmission of a vehicle with a DCT or AMT in which a reference center point of an actuator for gear shifting with respect to a shift direction can always be maintained at a correct position. Therefore, despite different kinds of electrical disturbances or mechanical vibration or deformation which may be caused when the vehicle is running, reliable gear shifting manipulation ability can always be secured, thus enhancing the merchantability of the vehicle.",H02S,"A method of controlling a transmission of a vehicle with a DCT or AMT in which a reference center po. A method of controlling a transmission of a vehicle with a DCT or AMT in which a reference center point of an actuator for gear shifting with respect to a shift direction can always be maintained at a correct position. Therefore, despite different kinds of electrical disturbances or mechanical vibration or deformation which may be caused when the vehicle is running, reliable gear shifting manipulation ability can always be secured, thus enhancing the merchantability of the vehicle.",a method of controlling a transmission of a vehicle with a dct or amt in which a reference center po a method of controlling a transmission of a vehicle with a dct or amt in which a reference center point of an actuator for gear shifting with respect to a shift direction can always be maintained at a correct position therefore despite different kinds of electrical disturbances or mechanical vibration or deformation which may be caused when the vehicle is running reliable gear shifting manipulation ability can always be secured thus enhancing the merchantability of the vehicle,controlling transmission vehicle dct amt reference center controlling transmission vehicle dct amt reference center point actuator gear shifting respect shift direction always maintained correct position despite different kinds electrical disturbances mechanical vibration deformation caused vehicle running reliable gear shifting manipulation ability always secured enhancing merchantability vehicle,0,0,1,0
FH0200483,"Heat exchanger tubes are cleaned, while the heat exchanger is operated to cool a liquid passing thro","Heat exchanger tubes are cleaned, while the heat exchanger is operated to cool a liquid passing through the tubes, by applying an electric current to a portion of the tubes for brief time periods to heat such tubes to a temperature sufficient to melt or soften deposits therein, while simultaneously continuing to pass liquid therethrough.",H02S,"Heat exchanger tubes are cleaned, while the heat exchanger is operated to cool a liquid passing thro. Heat exchanger tubes are cleaned, while the heat exchanger is operated to cool a liquid passing through the tubes, by applying an electric current to a portion of the tubes for brief time periods to heat such tubes to a temperature sufficient to melt or soften deposits therein, while simultaneously continuing to pass liquid therethrough.",heat exchanger tubes are cleaned while the heat exchanger is operated to cool a liquid passing thro heat exchanger tubes are cleaned while the heat exchanger is operated to cool a liquid passing through the tubes by applying an electric current to a portion of the tubes for brief time periods to heat such tubes to a temperature sufficient to melt or soften deposits therein while simultaneously continuing to pass liquid therethrough,heat exchanger tubes cleaned heat exchanger operated cool liquid passing thro heat exchanger tubes cleaned heat exchanger operated cool liquid passing tubes applying electric current portion tubes brief time periods heat tubes temperature sufficient melt soften deposits therein simultaneously continuing pass liquid therethrough,1,1,1,0
FH0200484,An improved extension for use with tools is disclosed,An improved extension for use with tools is disclosed. The extension has a pair of gears located on a frame. The gears have a chain drive therebetween to allow the force applied to one gear to be applied to the other gear. The structure allows a drive member such as a socket to be offset from the drive handle.,H02S,An improved extension for use with tools is disclosed. An improved extension for use with tools is disclosed. The extension has a pair of gears located on a frame. The gears have a chain drive therebetween to allow the force applied to one gear to be applied to the other gear. The structure allows a drive member such as a socket to be offset from the drive handle.,an improved extension for use with tools is disclosed an improved extension for use with tools is disclosed the extension has a pair of gears located on a frame the gears have a chain drive therebetween to allow the force applied to one gear to be applied to the other gear the structure allows a drive member such as a socket to be offset from the drive handle,improved extension tools improved extension tools extension pair gears located frame gears chain drive therebetween allow force applied gear applied gear structure allows drive member socket offset drive handle,1,1,1,0
FH0200485,A rod pushing and pulling machine includes at least one hydraulic cylinder having a front end thereo,"A rod pushing and pulling machine includes at least one hydraulic cylinder having a front end thereof engagable with a reaction surface at an entry opening of a existing pipeline or borehole, a spindle assembly, and a dual vise assembly. The spindle assembly includes a frame, a spindle shaft rotatably mounted in the frame, a distal end of the spindle shaft being threaded for engagement with a mating thread of a rod, a drive system for rotating the spindle shaft in threading and unthreading directions, the spindle frame being secured to a rear end of the hydraulic cylinder for pushing or pulling of a rod string engaged to the spindle shaft upon extension or retraction of the hydraulic cylinder, and a support assembly for the spindle shaft. The support assembly includes a set of roller bearings rotatably supporting the spindle shaft, a radial flange on the spindle shaft, and a load flange secured to the spindle frame positioned to engage the radial flange, whereby the radial flange comes into engagement with the load flange during pulling operation to prevent rotation of the spindle shaft during pulling operation, and leaves engagement with the load flange during pushing operation so that the spindle shaft may rotate during pushing operation supported by the roller bearings. The dual vise assembly has two pairs of separately actuable jaws positioned to grip a rod nearest the spindle shaft and a rod adjacent the rod nearest the spindle shaft.",H02S,"A rod pushing and pulling machine includes at least one hydraulic cylinder having a front end thereo. A rod pushing and pulling machine includes at least one hydraulic cylinder having a front end thereof engagable with a reaction surface at an entry opening of a existing pipeline or borehole, a spindle assembly, and a dual vise assembly. The spindle assembly includes a frame, a spindle shaft rotatably mounted in the frame, a distal end of the spindle shaft being threaded for engagement with a mating thread of a rod, a drive system for rotating the spindle shaft in threading and unthreading directions, the spindle frame being secured to a rear end of the hydraulic cylinder for pushing or pulling of a rod string engaged to the spindle shaft upon extension or retraction of the hydraulic cylinder, and a support assembly for the spindle shaft. The support assembly includes a set of roller bearings rotatably supporting the spindle shaft, a radial flange on the spindle shaft, and a load flange secured to the spindle frame positioned to engage the radial flange, whereby the radial flange comes into engagement with the load flange during pulling operation to prevent rotation of the spindle shaft during pulling operation, and leaves engagement with the load flange during pushing operation so that the spindle shaft may rotate during pushing operation supported by the roller bearings. The dual vise assembly has two pairs of separately actuable jaws positioned to grip a rod nearest the spindle shaft and a rod adjacent the rod nearest the spindle shaft.",a rod pushing and pulling machine includes at least one hydraulic cylinder having a front end thereo a rod pushing and pulling machine includes at least one hydraulic cylinder having a front end thereof engagable with a reaction surface at an entry opening of a existing pipeline or borehole a spindle assembly and a dual vise assembly the spindle assembly includes a frame a spindle shaft rotatably mounted in the frame a distal end of the spindle shaft being threaded for engagement with a mating thread of a rod a drive system for rotating the spindle shaft in threading and unthreading directions the spindle frame being secured to a rear end of the hydraulic cylinder for pushing or pulling of a rod string engaged to the spindle shaft upon extension or retraction of the hydraulic cylinder and a support assembly for the spindle shaft the support assembly includes a set of roller bearings rotatably supporting the spindle shaft a radial flange on the spindle shaft and a load flange secured to the spindle frame positioned to engage the radial flange whereby the radial flange comes into engagement with the load flange during pulling operation to prevent rotation of the spindle shaft during pulling operation and leaves engagement with the load flange during pushing operation so that the spindle shaft may rotate during pushing operation supported by the roller bearings the dual vise assembly has two pairs of separately actuable jaws positioned to grip a rod nearest the spindle shaft and a rod adjacent the rod nearest the spindle shaft,rod pushing pulling machine hydraulic cylinder having front end thereo rod pushing pulling machine hydraulic cylinder having front end engagable reaction surface entry opening existing pipeline borehole spindle assembly dual vise assembly spindle assembly frame spindle shaft rotatably mounted frame distal end spindle shaft threaded engagement mating thread rod drive rotating spindle shaft threading unthreading directions spindle frame secured rear end hydraulic cylinder pushing pulling rod string engaged spindle shaft upon extension retraction hydraulic cylinder support assembly spindle shaft support assembly set roller bearings rotatably supporting spindle shaft radial flange spindle shaft load flange secured spindle frame positioned engage radial flange whereby radial flange comes engagement load flange pulling operation prevent rotation spindle shaft pulling operation leaves engagement load flange pushing operation spindle shaft rotate pushing operation supported roller bearings dual vise assembly pairs separately actuable jaws positioned grip rod nearest spindle shaft rod adjacent rod nearest spindle shaft,1,1,1,0
FH0200486,In a cylinder-block for an internal combustion engine with a plurality of cylinders having longitudi,"In a cylinder-block for an internal combustion engine with a plurality of cylinders having longitudinal profiled sections in the form of lateral hollow reinforcement structures and vertical sections in the form of profiled reinforcement structures, in the region of a main bearing plane means are provided for supporting a lateral camshaft beneath the upper longitudinal profiled section, and, in the region of the bearing structure for the camshaft the vertical profiled section is divided in two.",H02S,"In a cylinder-block for an internal combustion engine with a plurality of cylinders having longitudi. In a cylinder-block for an internal combustion engine with a plurality of cylinders having longitudinal profiled sections in the form of lateral hollow reinforcement structures and vertical sections in the form of profiled reinforcement structures, in the region of a main bearing plane means are provided for supporting a lateral camshaft beneath the upper longitudinal profiled section, and, in the region of the bearing structure for the camshaft the vertical profiled section is divided in two.",in a cylinder block for an internal combustion engine with a plurality of cylinders having longitudi in a cylinder block for an internal combustion engine with a plurality of cylinders having longitudinal profiled sections in the form of lateral hollow reinforcement structures and vertical sections in the form of profiled reinforcement structures in the region of a main bearing plane means are provided for supporting a lateral camshaft beneath the upper longitudinal profiled section and in the region of the bearing structure for the camshaft the vertical profiled section is divided in two,cylinder block internal combustion engine cylinders having longitudi cylinder block internal combustion engine cylinders having longitudinal profiled sections form lateral hollow reinforcement structures vertical sections form profiled reinforcement structures region main bearing plane means provided supporting lateral camshaft beneath upper longitudinal profiled section region bearing structure camshaft vertical profiled section divided,1,1,1,0
FH0200487,A hydraulic motor defined by a relatively compact structural design and capable of delivering high t,A hydraulic motor defined by a relatively compact structural design and capable of delivering high torque at low speeds. A drive shaft is mounted within a casing and disposed in surrounded relation to a cylinder housing which includes a predetermined number of equally spaced cylinders extending radially outwardly from the longitudinal axis of the shaft but being attached thereto. A piston is mounted for free floating movement within each of the cylinders and includes a cam rider attached thereto for disposable driving engagement with a cam surface. The cam surface is formed from a plurality of angularly oriented surface portions on a plurality of cam rings which are removably attached to the casing for replacement or substitution. An annular valve ring is disposed in surrounding relation to the shaft and in surrounded disposition relative to both the cylinder housing and a portion of the casing. Configuration and dimensioning of the valve ring is such as to floatingly engage the casing while allowing relative movement between the valve ring and the affixed cylinder housing and shaft. Fluid flow channels define the path of hydraulic fluid from an exterior source and exhaust facilities into the various cylinders by being formed either on the casing or the shaft so that either the casing or the shaft may serve as the rotating or fixed element thereby adding to the versatility of application of the motor.,H02S,A hydraulic motor defined by a relatively compact structural design and capable of delivering high t. A hydraulic motor defined by a relatively compact structural design and capable of delivering high torque at low speeds. A drive shaft is mounted within a casing and disposed in surrounded relation to a cylinder housing which includes a predetermined number of equally spaced cylinders extending radially outwardly from the longitudinal axis of the shaft but being attached thereto. A piston is mounted for free floating movement within each of the cylinders and includes a cam rider attached thereto for disposable driving engagement with a cam surface. The cam surface is formed from a plurality of angularly oriented surface portions on a plurality of cam rings which are removably attached to the casing for replacement or substitution. An annular valve ring is disposed in surrounding relation to the shaft and in surrounded disposition relative to both the cylinder housing and a portion of the casing. Configuration and dimensioning of the valve ring is such as to floatingly engage the casing while allowing relative movement between the valve ring and the affixed cylinder housing and shaft. Fluid flow channels define the path of hydraulic fluid from an exterior source and exhaust facilities into the various cylinders by being formed either on the casing or the shaft so that either the casing or the shaft may serve as the rotating or fixed element thereby adding to the versatility of application of the motor.,a hydraulic motor defined by a relatively compact structural design and capable of delivering high t a hydraulic motor defined by a relatively compact structural design and capable of delivering high torque at low speeds a drive shaft is mounted within a casing and disposed in surrounded relation to a cylinder housing which includes a predetermined number of equally spaced cylinders extending radially outwardly from the longitudinal axis of the shaft but being attached thereto a piston is mounted for free floating movement within each of the cylinders and includes a cam rider attached thereto for disposable driving engagement with a cam surface the cam surface is formed from a plurality of angularly oriented surface portions on a plurality of cam rings which are removably attached to the casing for replacement or substitution an annular valve ring is disposed in surrounding relation to the shaft and in surrounded disposition relative to both the cylinder housing and a portion of the casing configuration and dimensioning of the valve ring is such as to floatingly engage the casing while allowing relative movement between the valve ring and the affixed cylinder housing and shaft fluid flow channels define the path of hydraulic fluid from an exterior source and exhaust facilities into the various cylinders by being formed either on the casing or the shaft so that either the casing or the shaft may serve as the rotating or fixed element thereby adding to the versatility of application of the motor,hydraulic motor defined relatively compact structural design capable delivering high hydraulic motor defined relatively compact structural design capable delivering high torque low speeds drive shaft mounted within casing disposed surrounded relation cylinder housing predetermined number equally spaced cylinders extending radially outwardly longitudinal axis shaft attached thereto piston mounted free floating movement within cylinders cam rider attached thereto disposable driving engagement cam surface cam surface formed angularly oriented surface portions cam rings removably attached casing replacement substitution annular valve ring disposed surrounding relation shaft surrounded disposition relative cylinder housing portion casing configuration dimensioning valve ring floatingly engage casing allowing relative movement valve ring affixed cylinder housing shaft fluid flow channels define path hydraulic fluid exterior source exhaust facilities various cylinders formed casing shaft casing shaft serve rotating fixed element adding versatility application motor,1,1,1,0
FH0200488,Backlash is controlled in an opposed-piston engine that includes two crankshafts disposed in a paral,"Backlash is controlled in an opposed-piston engine that includes two crankshafts disposed in a parallel, spaced-apart relationship and a gear train coupling the first and second crankshafts, the gear train including a driving gear coupled to the first crankshaft and a split gear assembly engaged with the driving gear to transfer rotation from the driving gear to the split gear assembly. The split gear assembly includes first and second gears, a spring mechanism that acts to angularly offset the first gear relative to the second gear in a first direction, and a one-way clutch mechanism that prevents relative angular movement of the first gear relative to the second gear in a second direction opposite the first direction.",H02S,"Backlash is controlled in an opposed-piston engine that includes two crankshafts disposed in a paral. Backlash is controlled in an opposed-piston engine that includes two crankshafts disposed in a parallel, spaced-apart relationship and a gear train coupling the first and second crankshafts, the gear train including a driving gear coupled to the first crankshaft and a split gear assembly engaged with the driving gear to transfer rotation from the driving gear to the split gear assembly. The split gear assembly includes first and second gears, a spring mechanism that acts to angularly offset the first gear relative to the second gear in a first direction, and a one-way clutch mechanism that prevents relative angular movement of the first gear relative to the second gear in a second direction opposite the first direction.",backlash is controlled in an opposed piston engine that includes two crankshafts disposed in a paral backlash is controlled in an opposed piston engine that includes two crankshafts disposed in a parallel spaced apart relationship and a gear train coupling the first and second crankshafts the gear train including a driving gear coupled to the first crankshaft and a split gear assembly engaged with the driving gear to transfer rotation from the driving gear to the split gear assembly the split gear assembly includes first and second gears a spring mechanism that acts to angularly offset the first gear relative to the second gear in a first direction and a one way clutch mechanism that prevents relative angular movement of the first gear relative to the second gear in a second direction opposite the first direction,backlash controlled opposed piston engine crankshafts disposed paral backlash controlled opposed piston engine crankshafts disposed parallel spaced apart relationship gear train coupling crankshafts gear train driving gear coupled crankshaft split gear assembly engaged driving gear transfer rotation driving gear split gear assembly split gear assembly gears spring mechanism acts angularly offset gear relative gear direction way clutch mechanism prevents relative angular movement gear relative gear direction opposite direction,1,1,1,0
FH0200489,An assembly for maintaining tension in a drive belt features a housing mounted on a base,"An assembly for maintaining tension in a drive belt features a housing mounted on a base. The housing contains a biasing element that exerts torque on the housing to bias the housing in a radial direction. A lever arm is connected to the housing and rotates with the housing in response to the bias of the biasing element. A pulley is connected to the lever arm and engages a drive belt in response to the bias force of the biasing element on the lever arm. The pulley deflects the shape of the belt to provide tension in the belt. In one embodiment, the apparatus allows the user to switch the position of the biasing element and alter the direction of torque on the lever arm. In another embodiment, the lever arm and pulley are removable from the housing and replaceable with other arms and pulleys having different configurations.",H02S,"An assembly for maintaining tension in a drive belt features a housing mounted on a base. An assembly for maintaining tension in a drive belt features a housing mounted on a base. The housing contains a biasing element that exerts torque on the housing to bias the housing in a radial direction. A lever arm is connected to the housing and rotates with the housing in response to the bias of the biasing element. A pulley is connected to the lever arm and engages a drive belt in response to the bias force of the biasing element on the lever arm. The pulley deflects the shape of the belt to provide tension in the belt. In one embodiment, the apparatus allows the user to switch the position of the biasing element and alter the direction of torque on the lever arm. In another embodiment, the lever arm and pulley are removable from the housing and replaceable with other arms and pulleys having different configurations.",an assembly for maintaining tension in a drive belt features a housing mounted on a base an assembly for maintaining tension in a drive belt features a housing mounted on a base the housing contains a biasing element that exerts torque on the housing to bias the housing in a radial direction a lever arm is connected to the housing and rotates with the housing in response to the bias of the biasing element a pulley is connected to the lever arm and engages a drive belt in response to the bias force of the biasing element on the lever arm the pulley deflects the shape of the belt to provide tension in the belt in one embodiment the apparatus allows the user to switch the position of the biasing element and alter the direction of torque on the lever arm in another embodiment the lever arm and pulley are removable from the housing and replaceable with other arms and pulleys having different configurations,assembly maintaining tension drive belt features housing mounted base assembly maintaining tension drive belt features housing mounted base housing contains biasing element exerts torque housing bias housing radial direction lever arm connected housing rotates housing response bias biasing element pulley connected lever arm engages drive belt response bias force biasing element lever arm pulley deflects shape belt tension belt allows user switch position biasing element alter direction torque lever arm another lever arm pulley removable housing replaceable arms pulleys having different configurations,1,1,1,0
FH0200490,Multi-speed transmission for electric vehicles (EVs) can reduce the size of the electric motor and p,"Multi-speed transmission for electric vehicles (EVs) can reduce the size of the electric motor and provide an appropriate balance between efficiency and dynamic performance. Currently used multi-speed transmissions for EVs were initially designed for internal combustion engine (ICE) vehicles. Since ICEs cannot operate below certain speeds and their speed control during gear changes is not an easy task, the presence of clutches or torque convertors is inevitable for start-ups, idle running and gear changing. This, however, is not the case for EVs as electric motors are speed controllable in a wide range of operating speeds. Accordingly, transmissions without clutches or torque converters are established for EVs.",H02S,"Multi-speed transmission for electric vehicles (EVs) can reduce the size of the electric motor and p. Multi-speed transmission for electric vehicles (EVs) can reduce the size of the electric motor and provide an appropriate balance between efficiency and dynamic performance. Currently used multi-speed transmissions for EVs were initially designed for internal combustion engine (ICE) vehicles. Since ICEs cannot operate below certain speeds and their speed control during gear changes is not an easy task, the presence of clutches or torque convertors is inevitable for start-ups, idle running and gear changing. This, however, is not the case for EVs as electric motors are speed controllable in a wide range of operating speeds. Accordingly, transmissions without clutches or torque converters are established for EVs.",multi speed transmission for electric vehicles evs can reduce the size of the electric motor and p multi speed transmission for electric vehicles evs can reduce the size of the electric motor and provide an appropriate balance between efficiency and dynamic performance currently used multi speed transmissions for evs were initially designed for internal combustion engine ice vehicles since ices cannot operate below certain speeds and their speed control during gear changes is not an easy task the presence of clutches or torque convertors is inevitable for start ups idle running and gear changing this however is not the case for evs as electric motors are speed controllable in a wide range of operating speeds accordingly transmissions without clutches or torque converters are established for evs,multi speed transmission electric vehicles evs reduce size electric motor multi speed transmission electric vehicles evs reduce size electric motor appropriate balance efficiency dynamic performance currently multi speed transmissions evs initially designed internal combustion engine ice vehicles since ices cannot operate certain speeds their speed control gear changes easy task presence clutches torque convertors inevitable start ups idle running gear changing case evs electric motors speed controllable wide range operating speeds accordingly transmissions without clutches torque converters established evs,0,0,1,0
FH0200491,A water heater or system which includes a hot water tank having disposed therein a movable baffle to,A water heater or system which includes a hot water tank having disposed therein a movable baffle to function as a barrier between the incoming volume of cold water entering the tank and the volume of heated water entering the tank which is heated by the circulation of the cold water through a solar collector and/or a desuperheater of a heat pump so as to optimize the manner in which heat is imparted to the water in accordance to the demand on the water heater or system. A supplemental heater is also provided and it is connected so as to supplement the heating of the water in the event that the solar collector and/or desuperheater cannot impart all of the desired heat input into the water.,H02S,A water heater or system which includes a hot water tank having disposed therein a movable baffle to. A water heater or system which includes a hot water tank having disposed therein a movable baffle to function as a barrier between the incoming volume of cold water entering the tank and the volume of heated water entering the tank which is heated by the circulation of the cold water through a solar collector and/or a desuperheater of a heat pump so as to optimize the manner in which heat is imparted to the water in accordance to the demand on the water heater or system. A supplemental heater is also provided and it is connected so as to supplement the heating of the water in the event that the solar collector and/or desuperheater cannot impart all of the desired heat input into the water.,a water heater or system which includes a hot water tank having disposed therein a movable baffle to a water heater or system which includes a hot water tank having disposed therein a movable baffle to function as a barrier between the incoming volume of cold water entering the tank and the volume of heated water entering the tank which is heated by the circulation of the cold water through a solar collector and or a desuperheater of a heat pump so as to optimize the manner in which heat is imparted to the water in accordance to the demand on the water heater or system a supplemental heater is also provided and it is connected so as to supplement the heating of the water in the event that the solar collector and or desuperheater cannot impart all of the desired heat input into the water,water heater hot water tank having disposed therein movable baffle water heater hot water tank having disposed therein movable baffle function barrier incoming volume cold water entering tank volume heated water entering tank heated circulation cold water solar collector desuperheater heat pump optimize manner heat imparted water accordance demand water heater supplemental heater provided connected supplement heating water event solar collector desuperheater cannot impart desired heat input water,1,1,1,0
FH0200492,A ceiling mount for a medical light shall positions a light body at different points of a treatment,A ceiling mount for a medical light shall positions a light body at different points of a treatment table in a simple manner. A bracket system is fastened to a lifting arm that can be actuated by a motor and which has at its free end a bracket guided in parallel for the mounting flange of the bracket system.,H02S,A ceiling mount for a medical light shall positions a light body at different points of a treatment. A ceiling mount for a medical light shall positions a light body at different points of a treatment table in a simple manner. A bracket system is fastened to a lifting arm that can be actuated by a motor and which has at its free end a bracket guided in parallel for the mounting flange of the bracket system.,a ceiling mount for a medical light shall positions a light body at different points of a treatment a ceiling mount for a medical light shall positions a light body at different points of a treatment table in a simple manner a bracket system is fastened to a lifting arm that can be actuated by a motor and which has at its free end a bracket guided in parallel for the mounting flange of the bracket system,ceiling mount medical light positions light body different points treatment ceiling mount medical light positions light body different points treatment table simple manner bracket fastened lifting arm actuated motor free end bracket guided parallel mounting flange bracket,1,1,0,1
FH0200493,A spot-type automotive disc brake ( 10 ) provides parking brake and primary brake functions based on,"A spot-type automotive disc brake ( 10 ) provides parking brake and primary brake functions based on the same pair of friction elements ( 16, 18 ) and without resorting to supplemental drums or supplemental friction elements. The mechanism is simple and can be made at a size applicable to small mass produced vehicles. A sliding disc ( 12 ) has fixed ( 42 ) and actuated ( 40 ) friction elements at its opposite sides. A piston ( 64 ) and an external bifurcated lever mechanism ( 72 ) act completely independently yet symmetrically on the actuated friction element ( 16 ) without any common thrust-transmitting parts, whereby the asymmetry and complexity and consequential unreliability and high cost and duplication of mechanisms of prior proposals is avoided.",H02S,"A spot-type automotive disc brake ( 10 ) provides parking brake and primary brake functions based on. A spot-type automotive disc brake ( 10 ) provides parking brake and primary brake functions based on the same pair of friction elements ( 16, 18 ) and without resorting to supplemental drums or supplemental friction elements. The mechanism is simple and can be made at a size applicable to small mass produced vehicles. A sliding disc ( 12 ) has fixed ( 42 ) and actuated ( 40 ) friction elements at its opposite sides. A piston ( 64 ) and an external bifurcated lever mechanism ( 72 ) act completely independently yet symmetrically on the actuated friction element ( 16 ) without any common thrust-transmitting parts, whereby the asymmetry and complexity and consequential unreliability and high cost and duplication of mechanisms of prior proposals is avoided.",a spot type automotive disc brake 10 provides parking brake and primary brake functions based on a spot type automotive disc brake 10 provides parking brake and primary brake functions based on the same pair of friction elements 16 18 and without resorting to supplemental drums or supplemental friction elements the mechanism is simple and can be made at a size applicable to small mass produced vehicles a sliding disc 12 has fixed 42 and actuated 40 friction elements at its opposite sides a piston 64 and an external bifurcated lever mechanism 72 act completely independently yet symmetrically on the actuated friction element 16 without any common thrust transmitting parts whereby the asymmetry and complexity and consequential unreliability and high cost and duplication of mechanisms of prior proposals is avoided,spot type automotive disc brake provides parking brake primary brake functions spot type automotive disc brake provides parking brake primary brake functions pair friction elements without resorting supplemental drums supplemental friction elements mechanism simple made size applicable small mass produced vehicles sliding disc fixed actuated friction elements opposite sides piston external bifurcated lever mechanism act completely independently symmetrically actuated friction element without common thrust transmitting parts whereby asymmetry complexity consequential unreliability high cost duplication mechanisms prior proposals avoided,1,1,1,0
FH0200494,An assemlby for depressurizing an opened beverage bottle including a bottle closure having a valve t,An assemlby for depressurizing an opened beverage bottle including a bottle closure having a valve to permit depressurization of the bottle by a removable pump assembly. The pump assembly includes a stretchable diaphragm having roller being moveable on tracks within a housing. A pivotal actuator stretches the diaphragm to cause expansion of diaphragm chamber and effect depressurization of the bottle through the closure valve.,H02S,An assemlby for depressurizing an opened beverage bottle including a bottle closure having a valve t. An assemlby for depressurizing an opened beverage bottle including a bottle closure having a valve to permit depressurization of the bottle by a removable pump assembly. The pump assembly includes a stretchable diaphragm having roller being moveable on tracks within a housing. A pivotal actuator stretches the diaphragm to cause expansion of diaphragm chamber and effect depressurization of the bottle through the closure valve.,an assemlby for depressurizing an opened beverage bottle including a bottle closure having a valve t an assemlby for depressurizing an opened beverage bottle including a bottle closure having a valve to permit depressurization of the bottle by a removable pump assembly the pump assembly includes a stretchable diaphragm having roller being moveable on tracks within a housing a pivotal actuator stretches the diaphragm to cause expansion of diaphragm chamber and effect depressurization of the bottle through the closure valve,assemlby depressurizing opened beverage bottle bottle closure having valve assemlby depressurizing opened beverage bottle bottle closure having valve permit depressurization bottle removable pump assembly pump assembly stretchable diaphragm having roller moveable tracks within housing pivotal actuator stretches diaphragm cause expansion diaphragm chamber effect depressurization bottle closure valve,1,1,1,0
